pick_number,round,team,cap_space_2026,dead_money,new_hc_flag,hc_name,hc_coaching_tree,gm_name,trade_up_rate,trade_down_rate,gm_data_reliable,need_1,need_2,need_3,fa_addressed_positions,need_eliminated_flag,trade_risk_flag,elevated_trade_flag,future_firsts_owned,pick_range_trade_rate,gm_small_sample_flag,draft_capital_volume,capital_abundance_flag,wins,losses,ties,win_pct,bpa_weight,need_weight,qb_name,qb_years_remaining,qb_urgency
131,4,NE,,,0,,,Eliot Wolf,0.5,0.5,0,,,,,0,1.0,0,2,0.25,1,11,1.0,14.0,3.0,0.0,0.8235294117647058,0.3,0.7,Drake Maye,3,1.0
132,4,NO,,,0,,,Mickey Loomis,1.0,0.0,1,,,,,0,1.0,0,2,0.25,0,8,1.0,6.0,11.0,0.0,0.3529411764705882,0.7,0.3,Tyler Shough,4,1.0
133,4,SF,,,0,,,John Lynch,0.6,0.4,1,,,,,0,1.0,0,2,0.25,0,6,0.5,12.0,5.0,0.0,0.7058823529411765,0.3,0.7,Brock Purdy,6,0.0
134,4,LV,,,1,Kubiak,Shanahan,John Spytek,0.5,0.5,0,,,,,0,1.0,0,2,0.25,1,10,1.0,3.0,14.0,0.0,0.1764705882352941,0.7,0.3,Aidan O'Connell,2,1.0
135,4,PIT,,,0,,,Omar Khan,0.5,0.5,1,,,,,0,1.0,0,2,0.25,0,12,1.0,10.0,7.0,0.0,0.5882352941176471,0.3,0.7,Mason Rudolph,2,1.0
136,4,NO,,,0,,,Mickey Loomis,1.0,0.0,1,,,,,0,1.0,0,2,0.25,0,8,1.0,6.0,11.0,0.0,0.3529411764705882,0.7,0.3,Tyler Shough,4,1.0
137,4,PHI,,,0,,,Howie Roseman,0.7,0.3,1,,,,,0,1.0,0,2,0.25,0,8,1.0,11.0,6.0,0.0,0.6470588235294118,0.3,0.7,Jalen Hurts,4,0.0
138,4,SF,,,0,,,John Lynch,0.6,0.4,1,,,,,0,1.0,0,2,0.25,0,6,0.5,12.0,5.0,0.0,0.7058823529411765,0.3,0.7,Brock Purdy,6,0.0
139,4,SF,,,0,,,John Lynch,0.6,0.4,1,,,,,0,1.0,0,2,0.25,0,6,0.5,12.0,5.0,0.0,0.7058823529411765,0.3,0.7,Brock Purdy,6,0.0
140,4,NYJ,,,0,,,Darren Mougey,0.5,0.5,0,,,,,0,1.0,0,4,0.25,1,9,1.0,3.0,14.0,0.0,0.1764705882352941,0.7,0.3,Geno Smith,2,1.0
141,5,HOU,,,0,,,Nick Caserio,0.6,0.4,1,,,,,0,1.0,0,3,0.25,0,8,1.0,12.0,5.0,0.0,0.7058823529411765,0.3,0.7,C.J. Stroud,3,1.0
142,5,TEN,,,0,,,Mike Borgonzi,0.5,0.5,0,,,,,0,1.0,0,2,0.25,1,9,1.0,3.0,14.0,0.0,0.1764705882352941,0.7,0.3,Cam Ward,4,1.0
143,5,ARI,,,1,LaFleur,McVay-Shanahan,Monti Ossenfort,0.5,0.5,1,,,,,0,1.0,0,2,0.25,0,7,0.5,3.0,14.0,0.0,0.1764705882352941,0.7,0.3,Jacoby Brissett,2,1.0
144,5,TEN,,,0,,,Mike Borgonzi,0.5,0.5,0,,,,,0,1.0,0,2,0.25,1,9,1.0,3.0,14.0,0.0,0.1764705882352941,0.7,0.3,Cam Ward,4,1.0
145,5,NYG,,,1,Harbaugh,Michigan-Harbaugh,Joe Schoen,0.6,0.4,1,,,,,0,1.0,0,2,0.25,0,7,0.5,4.0,13.0,0.0,0.2352941176470588,0.7,0.3,Jaxson Dart,4,1.0
146,5,CLE,,,1,Monken,Stefanski,Andrew Berry,0.5,0.5,1,,,,,0,1.0,0,3,0.25,0,9,1.0,5.0,12.0,0.0,0.2941176470588235,0.7,0.3,Deshaun Watson,2,0.0
147,5,WAS,,,0,,,Adam Peters,0.5,0.5,1,,,,,0,1.0,0,1,0.25,0,6,0.5,5.0,12.0,0.0,0.2941176470588235,0.7,0.3,Jayden Daniels,3,1.0
148,5,KC,,,0,,,Brett Veach,0.75,0.4,1,,,,,0,1.0,0,3,0.25,0,9,1.0,6.0,11.0,0.0,0.3529411764705882,0.7,0.3,Patrick Mahomes,7,0.0
149,5,CLE,,,1,Monken,Stefanski,Andrew Berry,0.5,0.5,1,,,,,0,1.0,0,3,0.25,0,9,1.0,5.0,12.0,0.0,0.2941176470588235,0.7,0.3,Deshaun Watson,2,0.0
150,5,NO,,,0,,,Mickey Loomis,1.0,0.0,1,,,,,0,1.0,0,2,0.25,0,8,1.0,6.0,11.0,0.0,0.3529411764705882,0.7,0.3,Tyler Shough,4,1.0
151,5,MIA,,,1,Hafley,defensive-specialist,Jon-Eric Sullivan,0.5,0.5,0,,,,,0,1.0,0,3,0.25,1,11,1.0,7.0,10.0,0.0,0.4117647058823529,0.5,0.5,Malik Willis,4,1.0
152,5,DAL,,,0,,,Jerry Jones,0.7,0.3,1,,,,,0,1.0,0,2,0.25,0,8,1.0,7.0,9.0,1.0,0.4411764705882353,0.5,0.5,Dak Prescott,4,0.0
153,5,GB,,,0,,,Brian Gutekunst,0.5,0.5,1,,,,,0,1.0,0,1,0.25,0,8,1.0,9.0,7.0,1.0,0.5588235294117647,0.5,0.5,Jordan Love,4,0.0
154,5,BAL,,,1,Minter,Harbaugh-def,Eric DeCosta,0.5,0.5,1,,,,,0,1.0,0,2,0.25,0,11,1.0,8.0,9.0,0.0,0.4705882352941176,0.5,0.5,Lamar Jackson,3,0.0
155,5,TB,,,0,,,Jason Licht,0.55,0.45,1,,,,,0,1.0,0,2,0.25,0,7,0.5,8.0,9.0,0.0,0.4705882352941176,0.5,0.5,Baker Mayfield,2,1.0
156,5,IND,,,0,,,Chris Ballard,0.25,0.75,1,,,,,0,1.0,0,1,0.25,0,7,0.5,8.0,9.0,0.0,0.4705882352941176,0.5,0.5,Daniel Jones,3,0.0
157,5,DET,,,0,,,Brad Holmes,0.6,0.4,1,,,,,0,1.0,0,2,0.25,0,9,1.0,9.0,8.0,0.0,0.5294117647058824,0.5,0.5,Jared Goff,4,0.0
158,5,CAR,,,0,,,Dan Morgan,0.5,0.5,1,,,,,0,1.0,0,2,0.25,0,7,0.5,8.0,9.0,0.0,0.4705882352941176,0.5,0.5,Bryce Young,3,1.0
159,5,CAR,,,0,,,Dan Morgan,0.5,0.5,1,,,,,0,1.0,0,2,0.25,0,7,0.5,8.0,9.0,0.0,0.4705882352941176,0.5,0.5,Bryce Young,3,1.0
160,5,GB,,,0,,,Brian Gutekunst,0.5,0.5,1,,,,,0,1.0,0,1,0.25,0,8,1.0,9.0,7.0,1.0,0.5588235294117647,0.5,0.5,Jordan Love,4,0.0
161,5,PIT,,,0,,,Omar Khan,0.5,0.5,1,,,,,0,1.0,0,2,0.25,0,12,1.0,10.0,7.0,0.0,0.5882352941176471,0.3,0.7,Mason Rudolph,2,1.0
162,5,BAL,,,1,Minter,Harbaugh-def,Eric DeCosta,0.5,0.5,1,,,,,0,1.0,0,2,0.25,0,11,1.0,8.0,9.0,0.0,0.4705882352941176,0.5,0.5,Lamar Jackson,3,0.0
163,5,MIN,,,0,,,Kwesi Adofo-Mensah,0.4,0.6,1,,,,,0,1.0,0,2,0.25,0,9,1.0,9.0,8.0,0.0,0.5294117647058824,0.5,0.5,J.J. McCarthy,3,1.0
164,5,JAX,,,0,,,James Gladstone,0.5,0.5,0,,,,,0,1.0,0,1,0.25,1,11,1.0,13.0,4.0,0.0,0.7647058823529411,0.3,0.7,Trevor Lawrence,6,0.0
165,5,BUF,,,1,Brady,Bills,Brandon Beane,0.6,0.4,1,,,,,0,1.0,0,1,0.25,0,7,0.5,12.0,5.0,0.0,0.7058823529411765,0.3,0.7,Josh Allen,6,0.0
166,5,JAX,,,0,,,James Gladstone,0.5,0.5,0,,,,,0,1.0,0,1,0.25,1,11,1.0,13.0,4.0,0.0,0.7647058823529411,0.3,0.7,Trevor Lawrence,6,0.0
167,5,HOU,,,0,,,Nick Caserio,0.6,0.4,1,,,,,0,1.0,0,3,0.25,0,8,1.0,12.0,5.0,0.0,0.7058823529411765,0.3,0.7,C.J. Stroud,3,1.0
168,5,BUF,,,1,Brady,Bills,Brandon Beane,0.6,0.4,1,,,,,0,1.0,0,1,0.25,0,7,0.5,12.0,5.0,0.0,0.7058823529411765,0.3,0.7,Josh Allen,6,0.0
169,5,KC,,,0,,,Brett Veach,0.75,0.4,1,,,,,0,1.0,0,3,0.25,0,9,1.0,6.0,11.0,0.0,0.3529411764705882,0.7,0.3,Patrick Mahomes,7,0.0
170,5,DEN,,,0,,,George Paton,0.5,0.5,1,,,,,0,1.0,0,1,0.25,0,7,0.5,14.0,3.0,0.0,0.8235294117647058,0.3,0.7,Jarrett Stidham,2,1.0
171,5,NE,,,0,,,Eliot Wolf,0.5,0.5,0,,,,,0,1.0,0,2,0.25,1,11,1.0,14.0,3.0,0.0,0.8235294117647058,0.3,0.7,Drake Maye,3,1.0
172,5,NO,,,0,,,Mickey Loomis,1.0,0.0,1,,,,,0,1.0,0,2,0.25,0,8,1.0,6.0,11.0,0.0,0.3529411764705882,0.7,0.3,Tyler Shough,4,1.0
173,5,BAL,,,1,Minter,Harbaugh-def,Eric DeCosta,0.5,0.5,1,,,,,0,1.0,0,2,0.25,0,11,1.0,8.0,9.0,0.0,0.4705882352941176,0.5,0.5,Lamar Jackson,3,0.0
174,5,BAL,,,1,Minter,Harbaugh-def,Eric DeCosta,0.5,0.5,1,,,,,0,1.0,0,2,0.25,0,11,1.0,8.0,9.0,0.0,0.4705882352941176,0.5,0.5,Lamar Jackson,3,0.0
175,5,LV,,,1,Kubiak,Shanahan,John Spytek,0.5,0.5,0,,,,,0,1.0,0,2,0.25,1,10,1.0,3.0,14.0,0.0,0.1764705882352941,0.7,0.3,Aidan O'Connell,2,1.0
176,5,KC,,,0,,,Brett Veach,0.75,0.4,1,,,,,0,1.0,0,3,0.25,0,9,1.0,6.0,11.0,0.0,0.3529411764705882,0.7,0.3,Patrick Mahomes,7,0.0
177,5,DAL,,,0,,,Jerry Jones,0.7,0.3,1,,,,,0,1.0,0,2,0.25,0,8,1.0,7.0,9.0,1.0,0.4411764705882353,0.5,0.5,Dak Prescott,4,0.0
178,5,PHI,,,0,,,Howie Roseman,0.7,0.3,1,,,,,0,1.0,0,2,0.25,0,8,1.0,11.0,6.0,0.0,0.6470588235294118,0.3,0.7,Jalen Hurts,4,0.0
179,5,NYJ,,,0,,,Darren Mougey,0.5,0.5,0,,,,,0,1.0,0,4,0.25,1,9,1.0,3.0,14.0,0.0,0.1764705882352941,0.7,0.3,Geno Smith,2,1.0
180,5,DAL,,,0,,,Jerry Jones,0.7,0.3,1,,,,,0,1.0,0,2,0.25,0,8,1.0,7.0,9.0,1.0,0.4411764705882353,0.5,0.5,Dak Prescott,4,0.0
181,5,DET,,,0,,,Brad Holmes,0.6,0.4,1,,,,,0,1.0,0,2,0.25,0,9,1.0,9.0,8.0,0.0,0.5294117647058824,0.5,0.5,Jared Goff,4,0.0
182,6,BUF,,,1,Brady,Bills,Brandon Beane,0.6,0.4,1,,,,,0,1.0,0,1,0.25,0,7,0.5,12.0,5.0,0.0,0.7058823529411765,0.3,0.7,Josh Allen,6,0.0
183,6,ARI,,,1,LaFleur,McVay-Shanahan,Monti Ossenfort,0.5,0.5,1,,,,,0,1.0,0,2,0.25,0,7,0.5,3.0,14.0,0.0,0.1764705882352941,0.7,0.3,Jacoby Brissett,2,1.0
184,6,TEN,,,0,,,Mike Borgonzi,0.5,0.5,0,,,,,0,1.0,0,2,0.25,1,9,1.0,3.0,14.0,0.0,0.1764705882352941,0.7,0.3,Cam Ward,4,1.0
185,6,LV,,,1,Kubiak,Shanahan,John Spytek,0.5,0.5,0,,,,,0,1.0,0,2,0.25,1,10,1.0,3.0,14.0,0.0,0.1764705882352941,0.7,0.3,Aidan O'Connell,2,1.0
186,6,NYG,,,1,Harbaugh,Michigan-Harbaugh,Joe Schoen,0.6,0.4,1,,,,,0,1.0,0,2,0.25,0,7,0.5,4.0,13.0,0.0,0.2352941176470588,0.7,0.3,Jaxson Dart,4,1.0
187,6,WAS,,,0,,,Adam Peters,0.5,0.5,1,,,,,0,1.0,0,1,0.25,0,6,0.5,5.0,12.0,0.0,0.2941176470588235,0.7,0.3,Jayden Daniels,3,1.0
188,6,SEA,,,0,,,John Schneider,0.35,0.65,1,,,,,0,1.0,0,2,0.25,0,4,0.0,14.0,3.0,0.0,0.8235294117647058,0.3,0.7,Sam Darnold,3,1.0
189,6,CIN,,,0,,,Duke Tobin,0.1,0.9,1,,,,,0,1.0,0,2,0.25,0,8,1.0,6.0,11.0,0.0,0.3529411764705882,0.7,0.3,Joe Burrow,5,0.0
190,6,NO,,,0,,,Mickey Loomis,1.0,0.0,1,,,,,0,1.0,0,2,0.25,0,8,1.0,6.0,11.0,0.0,0.3529411764705882,0.7,0.3,Tyler Shough,4,1.0
191,6,NE,,,0,,,Eliot Wolf,0.5,0.5,0,,,,,0,1.0,0,2,0.25,1,11,1.0,14.0,3.0,0.0,0.8235294117647058,0.3,0.7,Drake Maye,3,1.0
192,6,NYG,,,1,Harbaugh,Michigan-Harbaugh,Joe Schoen,0.6,0.4,1,,,,,0,1.0,0,2,0.25,0,7,0.5,4.0,13.0,0.0,0.2352941176470588,0.7,0.3,Jaxson Dart,4,1.0
193,6,NYG,,,1,Harbaugh,Michigan-Harbaugh,Joe Schoen,0.6,0.4,1,,,,,0,1.0,0,2,0.25,0,7,0.5,4.0,13.0,0.0,0.2352941176470588,0.7,0.3,Jaxson Dart,4,1.0
194,6,TEN,,,0,,,Mike Borgonzi,0.5,0.5,0,,,,,0,1.0,0,2,0.25,1,9,1.0,3.0,14.0,0.0,0.1764705882352941,0.7,0.3,Cam Ward,4,1.0
195,6,TB,,,0,,,Jason Licht,0.55,0.45,1,,,,,0,1.0,0,2,0.25,0,7,0.5,8.0,9.0,0.0,0.4705882352941176,0.5,0.5,Baker Mayfield,2,1.0
196,6,MIN,,,0,,,Kwesi Adofo-Mensah,0.4,0.6,1,,,,,0,1.0,0,2,0.25,0,9,1.0,9.0,8.0,0.0,0.5294117647058824,0.5,0.5,J.J. McCarthy,3,1.0
197,6,PHI,,,0,,,Howie Roseman,0.7,0.3,1,,,,,0,1.0,0,2,0.25,0,8,1.0,11.0,6.0,0.0,0.6470588235294118,0.3,0.7,Jalen Hurts,4,0.0
198,6,NE,,,0,,,Eliot Wolf,0.5,0.5,0,,,,,0,1.0,0,2,0.25,1,11,1.0,14.0,3.0,0.0,0.8235294117647058,0.3,0.7,Drake Maye,3,1.0
199,6,CIN,,,0,,,Duke Tobin,0.1,0.9,1,,,,,0,1.0,0,2,0.25,0,8,1.0,6.0,11.0,0.0,0.3529411764705882,0.7,0.3,Joe Burrow,5,0.0
200,6,CAR,,,0,,,Dan Morgan,0.5,0.5,1,,,,,0,1.0,0,2,0.25,0,7,0.5,8.0,9.0,0.0,0.4705882352941176,0.5,0.5,Bryce Young,3,1.0
201,6,GB,,,0,,,Brian Gutekunst,0.5,0.5,1,,,,,0,1.0,0,1,0.25,0,8,1.0,9.0,7.0,1.0,0.5588235294117647,0.5,0.5,Jordan Love,4,0.0
202,6,NE,,,0,,,Eliot Wolf,0.5,0.5,0,,,,,0,1.0,0,2,0.25,1,11,1.0,14.0,3.0,0.0,0.8235294117647058,0.3,0.7,Drake Maye,3,1.0
203,6,JAX,,,0,,,James Gladstone,0.5,0.5,0,,,,,0,1.0,0,1,0.25,1,11,1.0,13.0,4.0,0.0,0.7647058823529411,0.3,0.7,Trevor Lawrence,6,0.0
204,6,LAC,,,0,,,Joe Hortiz,0.1,0.9,1,,,,,0,1.0,0,2,0.25,0,5,0.0,11.0,6.0,0.0,0.6470588235294118,0.3,0.7,Justin Herbert,5,0.0
205,6,DET,,,0,,,Brad Holmes,0.6,0.4,1,,,,,0,1.0,0,2,0.25,0,9,1.0,9.0,8.0,0.0,0.5294117647058824,0.5,0.5,Jared Goff,4,0.0
206,6,CLE,,,1,Monken,Stefanski,Andrew Berry,0.5,0.5,1,,,,,0,1.0,0,3,0.25,0,9,1.0,5.0,12.0,0.0,0.2941176470588235,0.7,0.3,Deshaun Watson,2,0.0
207,6,LAR,,,0,,,Les Snead,0.11,0.89,1,,,,,0,1.0,0,2,0.25,0,7,0.5,,,,,0.5,0.5,Matt Stafford,2,0.0
208,6,LV,,,1,Kubiak,Shanahan,John Spytek,0.5,0.5,0,,,,,0,1.0,0,2,0.25,1,10,1.0,3.0,14.0,0.0,0.1764705882352941,0.7,0.3,Aidan O'Connell,2,1.0
209,6,WAS,,,0,,,Adam Peters,0.5,0.5,1,,,,,0,1.0,0,1,0.25,0,6,0.5,5.0,12.0,0.0,0.2941176470588235,0.7,0.3,Jayden Daniels,3,1.0
210,6,KC,,,0,,,Brett Veach,0.75,0.4,1,,,,,0,1.0,0,3,0.25,0,9,1.0,6.0,11.0,0.0,0.3529411764705882,0.7,0.3,Patrick Mahomes,7,0.0
211,6,BAL,,,1,Minter,Harbaugh-def,Eric DeCosta,0.5,0.5,1,,,,,0,1.0,0,2,0.25,0,11,1.0,8.0,9.0,0.0,0.4705882352941176,0.5,0.5,Lamar Jackson,3,0.0
212,6,NE,,,0,,,Eliot Wolf,0.5,0.5,0,,,,,0,1.0,0,2,0.25,1,11,1.0,14.0,3.0,0.0,0.8235294117647058,0.3,0.7,Drake Maye,3,1.0
213,6,DET,,,0,,,Brad Holmes,0.6,0.4,1,,,,,0,1.0,0,2,0.25,0,9,1.0,9.0,8.0,0.0,0.5294117647058824,0.5,0.5,Jared Goff,4,0.0
214,6,IND,,,0,,,Chris Ballard,0.25,0.75,1,,,,,0,1.0,0,1,0.25,0,7,0.5,8.0,9.0,0.0,0.4705882352941176,0.5,0.5,Daniel Jones,3,0.0
215,6,ATL,,,0,,,Terry Fontenot,0.5,0.5,1,,,,,0,1.0,0,1,0.25,0,5,0.0,8.0,9.0,0.0,0.4705882352941176,0.5,0.5,Michael Penix Jr.,3,1.0
216,6,PIT,,,0,,,Omar Khan,0.5,0.5,1,,,,,0,1.0,0,2,0.25,0,12,1.0,10.0,7.0,0.0,0.5882352941176471,0.3,0.7,Mason Rudolph,2,1.0
217,7,ARI,,,1,LaFleur,McVay-Shanahan,Monti Ossenfort,0.5,0.5,1,,,,,0,1.0,0,2,0.25,0,7,0.5,3.0,14.0,0.0,0.1764705882352941,0.7,0.3,Jacoby Brissett,2,1.0
218,7,DAL,,,0,,,Jerry Jones,0.7,0.3,1,,,,,0,1.0,0,2,0.25,0,8,1.0,7.0,9.0,1.0,0.4411764705882353,0.5,0.5,Dak Prescott,4,0.0
219,7,LV,,,1,Kubiak,Shanahan,John Spytek,0.5,0.5,0,,,,,0,1.0,0,2,0.25,1,10,1.0,3.0,14.0,0.0,0.1764705882352941,0.7,0.3,Aidan O'Connell,2,1.0
220,7,BUF,,,1,Brady,Bills,Brandon Beane,0.6,0.4,1,,,,,0,1.0,0,1,0.25,0,7,0.5,12.0,5.0,0.0,0.7058823529411765,0.3,0.7,Josh Allen,6,0.0
221,7,CIN,,,0,,,Duke Tobin,0.1,0.9,1,,,,,0,1.0,0,2,0.25,0,8,1.0,6.0,11.0,0.0,0.3529411764705882,0.7,0.3,Joe Burrow,5,0.0
222,7,DET,,,0,,,Brad Holmes,0.6,0.4,1,,,,,0,1.0,0,2,0.25,0,9,1.0,9.0,8.0,0.0,0.5294117647058824,0.5,0.5,Jared Goff,4,0.0
223,7,WAS,,,0,,,Adam Peters,0.5,0.5,1,,,,,0,1.0,0,1,0.25,0,6,0.5,5.0,12.0,0.0,0.2941176470588235,0.7,0.3,Jayden Daniels,3,1.0
224,7,PIT,,,0,,,Omar Khan,0.5,0.5,1,,,,,0,1.0,0,2,0.25,0,12,1.0,10.0,7.0,0.0,0.5882352941176471,0.3,0.7,Mason Rudolph,2,1.0
225,7,TEN,,,0,,,Mike Borgonzi,0.5,0.5,0,,,,,0,1.0,0,2,0.25,1,9,1.0,3.0,14.0,0.0,0.1764705882352941,0.7,0.3,Cam Ward,4,1.0
226,7,CIN,,,0,,,Duke Tobin,0.1,0.9,1,,,,,0,1.0,0,2,0.25,0,8,1.0,6.0,11.0,0.0,0.3529411764705882,0.7,0.3,Joe Burrow,5,0.0
227,7,MIA,,,1,Hafley,defensive-specialist,Jon-Eric Sullivan,0.5,0.5,0,,,,,0,1.0,0,3,0.25,1,11,1.0,7.0,10.0,0.0,0.4117647058823529,0.5,0.5,Malik Willis,4,1.0
228,7,NYJ,,,0,,,Darren Mougey,0.5,0.5,0,,,,,0,1.0,0,4,0.25,1,9,1.0,3.0,14.0,0.0,0.1764705882352941,0.7,0.3,Geno Smith,2,1.0
229,7,TB,,,0,,,Jason Licht,0.55,0.45,1,,,,,0,1.0,0,2,0.25,0,7,0.5,8.0,9.0,0.0,0.4705882352941176,0.5,0.5,Baker Mayfield,2,1.0
230,7,PIT,,,0,,,Omar Khan,0.5,0.5,1,,,,,0,1.0,0,2,0.25,0,12,1.0,10.0,7.0,0.0,0.5882352941176471,0.3,0.7,Mason Rudolph,2,1.0
231,7,ATL,,,0,,,Terry Fontenot,0.5,0.5,1,,,,,0,1.0,0,1,0.25,0,5,0.0,8.0,9.0,0.0,0.4705882352941176,0.5,0.5,Michael Penix Jr.,3,1.0
232,7,LAR,,,0,,,Les Snead,0.11,0.89,1,,,,,0,1.0,0,2,0.25,0,7,0.5,,,,,0.5,0.5,Matt Stafford,2,0.0
233,7,JAX,,,0,,,James Gladstone,0.5,0.5,0,,,,,0,1.0,0,1,0.25,1,11,1.0,13.0,4.0,0.0,0.7647058823529411,0.3,0.7,Trevor Lawrence,6,0.0
234,7,MIN,,,0,,,Kwesi Adofo-Mensah,0.4,0.6,1,,,,,0,1.0,0,2,0.25,0,9,1.0,9.0,8.0,0.0,0.5294117647058824,0.5,0.5,J.J. McCarthy,3,1.0
235,7,MIN,,,0,,,Kwesi Adofo-Mensah,0.4,0.6,1,,,,,0,1.0,0,2,0.25,0,9,1.0,9.0,8.0,0.0,0.5294117647058824,0.5,0.5,J.J. McCarthy,3,1.0
236,7,GB,,,0,,,Brian Gutekunst,0.5,0.5,1,,,,,0,1.0,0,1,0.25,0,8,1.0,9.0,7.0,1.0,0.5588235294117647,0.5,0.5,Jordan Love,4,0.0
237,7,PIT,,,0,,,Omar Khan,0.5,0.5,1,,,,,0,1.0,0,2,0.25,0,12,1.0,10.0,7.0,0.0,0.5882352941176471,0.3,0.7,Mason Rudolph,2,1.0
238,7,MIA,,,1,Hafley,defensive-specialist,Jon-Eric Sullivan,0.5,0.5,0,,,,,0,1.0,0,3,0.25,1,11,1.0,7.0,10.0,0.0,0.4117647058823529,0.5,0.5,Malik Willis,4,1.0
239,7,CHI,,,0,,,Ryan Poles,0.5,0.5,1,,,,,0,1.0,0,3,0.25,0,7,0.5,11.0,6.0,0.0,0.6470588235294118,0.3,0.7,Caleb Williams,3,1.0
240,7,JAX,,,0,,,James Gladstone,0.5,0.5,0,,,,,0,1.0,0,1,0.25,1,11,1.0,13.0,4.0,0.0,0.7647058823529411,0.3,0.7,Trevor Lawrence,6,0.0
241,7,CHI,,,0,,,Ryan Poles,0.5,0.5,1,,,,,0,1.0,0,3,0.25,0,7,0.5,11.0,6.0,0.0,0.6470588235294118,0.3,0.7,Caleb Williams,3,1.0
242,7,NYJ,,,0,,,Darren Mougey,0.5,0.5,0,,,,,0,1.0,0,4,0.25,1,9,1.0,3.0,14.0,0.0,0.1764705882352941,0.7,0.3,Geno Smith,2,1.0
243,7,HOU,,,0,,,Nick Caserio,0.6,0.4,1,,,,,0,1.0,0,3,0.25,0,8,1.0,12.0,5.0,0.0,0.7058823529411765,0.3,0.7,C.J. Stroud,3,1.0
244,7,MIN,,,0,,,Kwesi Adofo-Mensah,0.4,0.6,1,,,,,0,1.0,0,2,0.25,0,9,1.0,9.0,8.0,0.0,0.5294117647058824,0.5,0.5,J.J. McCarthy,3,1.0
245,7,JAX,,,0,,,James Gladstone,0.5,0.5,0,,,,,0,1.0,0,1,0.25,1,11,1.0,13.0,4.0,0.0,0.7647058823529411,0.3,0.7,Trevor Lawrence,6,0.0
246,7,DEN,,,0,,,George Paton,0.5,0.5,1,,,,,0,1.0,0,1,0.25,0,7,0.5,14.0,3.0,0.0,0.8235294117647058,0.3,0.7,Jarrett Stidham,2,1.0
247,7,NE,,,0,,,Eliot Wolf,0.5,0.5,0,,,,,0,1.0,0,2,0.25,1,11,1.0,14.0,3.0,0.0,0.8235294117647058,0.3,0.7,Drake Maye,3,1.0
248,7,CLE,,,1,Monken,Stefanski,Andrew Berry,0.5,0.5,1,,,,,0,1.0,0,3,0.25,0,9,1.0,5.0,12.0,0.0,0.2941176470588235,0.7,0.3,Deshaun Watson,2,0.0
249,7,IND,,,0,,,Chris Ballard,0.25,0.75,1,,,,,0,1.0,0,1,0.25,0,7,0.5,8.0,9.0,0.0,0.4705882352941176,0.5,0.5,Daniel Jones,3,0.0
250,7,BAL,,,1,Minter,Harbaugh-def,Eric DeCosta,0.5,0.5,1,,,,,0,1.0,0,2,0.25,0,11,1.0,8.0,9.0,0.0,0.4705882352941176,0.5,0.5,Lamar Jackson,3,0.0
251,7,LAR,,,0,,,Les Snead,0.11,0.89,1,,,,,0,1.0,0,2,0.25,0,7,0.5,,,,,0.5,0.5,Matt Stafford,2,0.0
252,7,LAR,,,0,,,Les Snead,0.11,0.89,1,,,,,0,1.0,0,2,0.25,0,7,0.5,,,,,0.5,0.5,Matt Stafford,2,0.0
253,7,BAL,,,1,Minter,Harbaugh-def,Eric DeCosta,0.5,0.5,1,,,,,0,1.0,0,2,0.25,0,11,1.0,8.0,9.0,0.0,0.4705882352941176,0.5,0.5,Lamar Jackson,3,0.0
254,7,IND,,,0,,,Chris Ballard,0.25,0.75,1,,,,,0,1.0,0,1,0.25,0,7,0.5,8.0,9.0,0.0,0.4705882352941176,0.5,0.5,Daniel Jones,3,0.0
255,7,GB,,,0,,,Brian Gutekunst,0.5,0.5,1,,,,,0,1.0,0,1,0.25,0,8,1.0,9.0,7.0,1.0,0.5588235294117647,0.5,0.5,Jordan Love,4,0.0
256,7,DEN,,,0,,,George Paton,0.5,0.5,1,,,,,0,1.0,0,1,0.25,0,7,0.5,14.0,3.0,0.0,0.8235294117647058,0.3,0.7,Jarrett Stidham,2,1.0
257,7,DEN,,,0,,,George Paton,0.5,0.5,1,,,,,0,1.0,0,1,0.25,0,7,0.5,14.0,3.0,0.0,0.8235294117647058,0.3,0.7,Jarrett Stidham,2,1.0
